4652,4929,7,558120,2017-07-06,8:18:00 PM,1628,0,5.78,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4653,4930,7,558240,2017-07-06,8:20:00 PM,191,0,1,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,4931,7,558360,2017-07-06,8:22:00 PM,243,0,10.83,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,4932,7,558480,2017-07-06,8:24:00 PM,692,0,9.51,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,4933,7,558600,2017-07-06,8:26:00 PM,762,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4657,4934,7,558720,2017-07-06,8:28:00 PM,1481,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4658,4935,7,558840,2017-07-06,8:30:00 PM,101,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,4936,7,558960,2017-07-06,8:32:00 PM,54,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,4937,7,559080,2017-07-06,8:34:00 PM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4661,4938,7,559200,2017-07-06,8:36:00 PM,0,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,4939,7,559320,2017-07-06,8:38:00 PM,692,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4663,4940,7,559440,2017-07-06,8:40:00 PM,172,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,4941,7,559560,2017-07-06,8:42:00 PM,455,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4665,4942,7,559680,2017-07-06,8:44:00 PM,88,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4666,4943,7,559800,2017-07-06,8:46:00 PM,125,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4667,4944,7,559920,2017-07-06,8:48:00 PM,160,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4668,4945,7,560040,2017-07-06,8:50:00 PM,144,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4669,4946,7,560160,2017-07-06,8:52:00 PM,251,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,4947,7,560280,2017-07-06,8:54:00 PM,3,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4671,4948,7,560400,2017-07-06,8:56:00 PM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4672,4949,7,560520,2017-07-06,8:58:00 PM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,4950,7,560640,2017-07-06,9:00:00 PM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,4951,7,560760,2017-07-06,9:02:00 PM,73,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4675,4952,7,560880,2017-07-06,9:04:00 PM,400,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,4953,7,561000,2017-07-06,9:06:00 PM,0,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,4954,7,561120,2017-07-06,9:08:00 PM,6,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,4955,7,561240,2017-07-06,9:10:00 PM,54,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4679,4956,7,561360,2017-07-06,9:12:00 PM,17,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,4957,7,561480,2017-07-06,9:14:00 PM,185,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4681,4958,7,561600,2017-07-06,9:16:00 PM,98,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,4959,7,561720,2017-07-06,9:18:00 PM,120,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4683,4960,7,561840,2017-07-06,9:20:00 PM,923,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,4961,7,561960,2017-07-06,9:22:00 PM,5,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4685,4962,7,562080,2017-07-06,9:24:00 PM,3,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,4963,7,562200,2017-07-06,9:26:00 PM,0,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4687,4964,7,562320,2017-07-06,9:28:00 PM,2,0,0.01,0,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,4965,7,562440,2017-07-06,9:30:00 PM,8,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4689,4966,7,562560,2017-07-06,9:32:00 PM,11,0,0.01,0,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,4967,7,562680,2017-07-06,9:34:00 PM,21,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,4968,7,562800,2017-07-06,9:36:00 PM,714,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4692,4969,7,562920,2017-07-06,9:38:00 PM,589,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4693,4970,7,563040,2017-07-06,9:40:00 PM,1307,0,0.01,1,1,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,4971,7,563160,2017-07-06,9:42:00 PM,0,0,0.01,1,0,ACTIVE,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,4972,7,563280,2017-07-06,9:44:00 PM,8,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,4973,7,563400,2017-07-06,9:46:00 PM,16,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,4974,7,563520,2017-07-06,9:48:00 PM,125,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,4975,7,563640,2017-07-06,9:50:00 PM,33,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,4976,7,563760,2017-07-06,9:52:00 PM,19,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,4977,7,563880,2017-07-06,9:54:00 PM,130,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,4978,7,564000,2017-07-06,9:56:00 PM,318,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,4979,7,564120,2017-07-06,9:58:00 PM,32,0,0.01,1,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,4980,7,564240,2017-07-06,10:00:00 PM,2,0,0.01,0,0,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4704,4981,7,564360,2017-07-06,10:02:00 PM,8,0,0.01,0,1,REST,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,4982,7,564480,2017-07-06,10:04:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4706,4983,7,564600,2017-07-06,10:06:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,4984,7,564720,2017-07-06,10:08:00 PM,63,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,4985,7,564840,2017-07-06,10:10:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,4986,7,564960,2017-07-06,10:12:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,4987,7,565080,2017-07-06,10:14:00 PM,6,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,4988,7,565200,2017-07-06,10:16:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,4989,7,565320,2017-07-06,10:18:00 PM,297,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,4990,7,565440,2017-07-06,10:20:00 PM,57,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,4991,7,565560,2017-07-06,10:22:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,4992,7,565680,2017-07-06,10:24:00 PM,5,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,4993,7,565800,2017-07-06,10:26:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,4994,7,565920,2017-07-06,10:28:00 PM,6,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,4995,7,566040,2017-07-06,10:30:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,4996,7,566160,2017-07-06,10:32:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,4997,7,566280,2017-07-06,10:34:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,4998,7,566400,2017-07-06,10:36:00 PM,11,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,4999,7,566520,2017-07-06,10:38:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,5000,7,566640,2017-07-06,10:40:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,5001,7,566760,2017-07-06,10:42:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,5002,7,566880,2017-07-06,10:44:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,5003,7,567000,2017-07-06,10:46:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,5004,7,567120,2017-07-06,10:48:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,5005,7,567240,2017-07-06,10:50:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,5006,7,567360,2017-07-06,10:52:00 PM,259,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,5007,7,567480,2017-07-06,10:54:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,5008,7,567600,2017-07-06,10:56:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,5009,7,567720,2017-07-06,10:58:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,5010,7,567840,2017-07-06,11:00:00 PM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,5011,7,567960,2017-07-06,11:02:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,5012,7,568080,2017-07-06,11:04:00 PM,297,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,5013,7,568200,2017-07-06,11:06:00 PM,36,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,5014,7,568320,2017-07-06,11:08:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,5015,7,568440,2017-07-06,11:10:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,5016,7,568560,2017-07-06,11:12:00 PM,24,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,5017,7,568680,2017-07-06,11:14:00 PM,269,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,5018,7,568800,2017-07-06,11:16:00 PM,88,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,5019,7,568920,2017-07-06,11:18:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,5020,7,569040,2017-07-06,11:20:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,5021,7,569160,2017-07-06,11:22:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,5022,7,569280,2017-07-06,11:24:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,5023,7,569400,2017-07-06,11:26:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,5024,7,569520,2017-07-06,11:28:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,5025,7,569640,2017-07-06,11:30:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,5026,7,569760,2017-07-06,11:32:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,5027,7,569880,2017-07-06,11:34:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,5028,7,570000,2017-07-06,11:36:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,5029,7,570120,2017-07-06,11:38:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,5030,7,570240,2017-07-06,11:40:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,5031,7,570360,2017-07-06,11:42:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,5032,7,570480,2017-07-06,11:44:00 PM,179,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,5033,7,570600,2017-07-06,11:46:00 PM,125,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,5034,7,570720,2017-07-06,11:48:00 PM,412,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,5035,7,570840,2017-07-06,11:50:00 PM,0,0,0.01,1,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,5036,7,570960,2017-07-06,11:52:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,5037,7,571080,2017-07-06,11:54:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,5038,7,571200,2017-07-06,11:56:00 PM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,5039,7,571320,2017-07-06,11:58:00 PM,9,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,5040,8,571440,2017-07-07,12:00:00 AM,8,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,5041,8,571560,2017-07-07,12:02:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,5042,8,571680,2017-07-07,12:04:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,5043,8,571800,2017-07-07,12:06:00 AM,9,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,5044,8,571920,2017-07-07,12:08:00 AM,11,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,5045,8,572040,2017-07-07,12:10:00 AM,76,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,5046,8,572160,2017-07-07,12:12:00 AM,11,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,5047,8,572280,2017-07-07,12:14:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,5048,8,572400,2017-07-07,12:16:00 AM,5,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,5049,8,572520,2017-07-07,12:18:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,5050,8,572640,2017-07-07,12:20:00 AM,115,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,5051,8,572760,2017-07-07,12:22:00 AM,3,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,5052,8,572880,2017-07-07,12:24:00 AM,11,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,5053,8,573000,2017-07-07,12:26:00 AM,2,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,5054,8,573120,2017-07-07,12:28:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,5055,8,573240,2017-07-07,12:30:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,5056,8,573360,2017-07-07,12:32:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,5057,8,573480,2017-07-07,12:34:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,5058,8,573600,2017-07-07,12:36:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4782,5059,8,573720,2017-07-07,12:38:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4783,5060,8,573840,2017-07-07,12:40:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,5061,8,573960,2017-07-07,12:42:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,5062,8,574080,2017-07-07,12:44:00 AM,5,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,5063,8,574200,2017-07-07,12:46:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4787,5064,8,574320,2017-07-07,12:48:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,5065,8,574440,2017-07-07,12:50:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,5066,8,574560,2017-07-07,12:52:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,5067,8,574680,2017-07-07,12:54:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4791,5068,8,574800,2017-07-07,12:56:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4792,5069,8,574920,2017-07-07,12:58:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4793,5070,8,575040,2017-07-07,1:00:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4794,5071,8,575160,2017-07-07,1:02:00 AM,0,0,0.01,1,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795,5072,8,575280,2017-07-07,1:04:00 AM,629,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4796,5073,8,575400,2017-07-07,1:06:00 AM,106,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4797,5074,8,575520,2017-07-07,1:08:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,5075,8,575640,2017-07-07,1:10:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,5076,8,575760,2017-07-07,1:12:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,5077,8,575880,2017-07-07,1:14:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801,5078,8,576000,2017-07-07,1:16:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,5079,8,576120,2017-07-07,1:18:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,5080,8,576240,2017-07-07,1:20:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,5081,8,576360,2017-07-07,1:22:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,5082,8,576480,2017-07-07,1:24:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,5083,8,576600,2017-07-07,1:26:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,5084,8,576720,2017-07-07,1:28:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,5085,8,576840,2017-07-07,1:30:00 AM,3,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,5086,8,576960,2017-07-07,1:32:00 AM,24,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,5087,8,577080,2017-07-07,1:34:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,5088,8,577200,2017-07-07,1:36:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,5089,8,577320,2017-07-07,1:38:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4813,5090,8,577440,2017-07-07,1:40:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,5091,8,577560,2017-07-07,1:42:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,5092,8,577680,2017-07-07,1:44:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,5093,8,577800,2017-07-07,1:46:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,5094,8,577920,2017-07-07,1:48:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,5095,8,578040,2017-07-07,1:50:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,5096,8,578160,2017-07-07,1:52:00 AM,2,0,0.01,1,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,5097,8,578280,2017-07-07,1:54:00 AM,553,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,5098,8,578400,2017-07-07,1:56:00 AM,629,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,5099,8,578520,2017-07-07,1:58:00 AM,953,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,5100,8,578640,2017-07-07,2:00:00 AM,60,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,5101,8,578760,2017-07-07,2:02:00 AM,0,0,0.01,0,0,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,5102,8,578880,2017-07-07,2:04:00 AM,9,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,5103,8,579000,2017-07-07,2:06:00 AM,24,0,0.01,0,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4827,5104,8,579120,2017-07-07,2:08:00 AM,149,0,0.01,1,1,REST-S,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
